,ouu,det
0,8.649741125e-05,3.782824413e-05
1,0.003286875941,-9.136467939e-05
2,-0.003023144842,-7.13996096e-05
3,0.005501616306,-4.989743301e-05
4,0.004290525869,-0.06510690209
5,-0.06638951952,-0.2506522044
6,0.3051322982,0.4296860389
7,-0.1598773651,-0.3465864009
8,0.000656356009,8.778642833e-05
9,0.001966627179,8.99179666e-06
10,-0.0003235904517,2.110979898e-05
11,-0.0001849180952,-6.819696776e-06
12,0.02455517078,-4.494748619e-05
13,-0.00510781966,-7.971861239e-05
14,-0.005704654086,-3.895624843e-05
15,0.01600913217,0.02941858663
16,0.04319874973,0.1334128402
17,-0.05714065269,-0.1085191989
18,0.0833122881,0.0945588618
19,-0.04008941583,-0.1618890772
20,-0.001085918515,3.191321573e-05
21,0.0003709113976,7.864644175e-06
22,-5.110319588e-05,0.01414567499
23,0.01953672347,0.03786891037
24,0.003628459031,-0.01263506371
25,-0.004749302526,0.01251511717
26,0.01096540667,-0.01353186823
27,-0.08591479304,-0.1178171329
28,-0.08975674018,0.2485443446
29,-0.08917753208,0.03367074544
30,-0.1367401526,0.03371842304
31,-0.07724563494,0.003857779471
32,4.614656208e-05,0.01257655288
33,0.001779822655,0.001112049263
34,-0.01019765527,0.001072354412
35,0.02521393445,-0.000726160941
36,0.006864571541,-0.0005361022772
37,-0.01486892546,-0.07997513562
38,-0.2721269905,-0.435
39,0.07804049239,0.04154849657
40,-0.3509769359,-0.435
41,-0.2541467738,-0.435
42,-0.1777786501,-0.4025988807
43,-0.004289015059,-0.0001841802927
44,0.002193681273,4.78639385e-05
45,-0.02111308448,-7.871004422e-05
46,-0.0224172735,-5.241653998e-05
47,-0.01610418809,2.950337305e-05
48,0.06679259923,0.1270504035
49,0.2287897879,0.3603915999
50,0.01877058213,-4.761207025e-05
51,0.07422827285,0.1397887017
52,0.2805957094,0.3711877183
53,0.0514567838,0.09494227261
54,-0.004053639482,-0.0001948274208
55,0.007643292072,-0.009473971517
56,0.01115842964,0.008580818546
57,0.005533080598,0.0129799531
58,0.01144771409,-0.003841900801
59,0.03670869145,0.06160324899
60,0.07692400402,0.07615489662
61,-0.05068774654,-0.1549699503
62,-0.435,-0.2485194438
63,0.05592087004,0.01073993784
64,-0.1064781124,-0.006148523619
65,-0.1147155277,-0.0380356903
66,-0.000368386103,0.003463621434
67,-0.002094971256,-0.01269334193
68,-0.001503159999,0.002672851203
69,-0.002687606628,0.001769520899
70,-0.0200875806,0.008242963225
71,0.0007140512128,0.005665416975
72,-0.02139584259,0.006966157866
73,0.4116214126,0.435
74,0.02757671376,0.435
75,0.01172491787,0.435
76,0.003099851773,0.435
77,-0.00222692441,9.120269387e-05
78,-0.008834526513,-0.0001032052592
79,-0.01498550975,9.690969655e-05
80,-0.01319798147,5.081502869e-05
81,-0.01256524155,-0.001442140926
82,-0.07575479121,-0.07844534629
83,0.01646244051,0.009202365112
84,0.1528997393,0.01534497935
85,-0.03593776886,0.0096436709
86,-0.0338037866,0.02876654829
87,0.1113773355,0.04112509079
88,-0.01977428663,0.0007619666213
89,-0.02279481264,0.004799396701
90,-0.00948852482,-0.004900893659
91,-0.0001077851238,-0.005404192514
92,0.206230153,0.435
93,0.274233158,0.435
94,0.03191828204,0.008850775984
95,-8.275586194e-05,-0.004110837906
96,0.09773662319,0.435
97,0.2633087467,0.435
98,0.1743110099,0.4009939285
99,-0.002846326689,-2.000288524e-05
100,-0.002374895965,4.902840198e-05
101,-0.005591633779,-0.0001111306739
102,9.310649752e-06,-6.196758479e-05
103,0.1098391789,0.1000068939
104,0.08966873122,0.1228408782
105,-0.01934379109,0.0002508900842
106,-4.5006307e-05,-9.259934583e-05
107,0.2994221196,0.435
108,0.09118254114,-0.05349413972
109,0.05762961932,-0.09873034851
110,0.004616339936,-4.691903452e-05
111,-0.01177491183,4.197421562e-05
112,-0.007534200573,-5.340796342e-05
113,-0.0112451624,-3.155827215e-05
114,-0.05283321641,-0.1103417742
115,-0.04604209478,-0.1102923427
116,-0.007744713028,3.052419679e-05
117,-0.004123836648,1.112540132e-05
118,0.1546161033,0.1481780085
119,-0.1519598238,-0.1011848336
120,-0.0207058911,0.0009938783016
121,-0.01171482901,4.754558673e-05
122,-0.006230385524,3.885957599e-05
123,0.001534533663,-3.007608163e-05
124,0.0007530122909,2.494078241e-05
125,-0.1595141911,-0.1208718923
126,0.1038519322,0.3355693027
127,0.02359563932,7.172313679e-06
128,3.519836006e-05,-8.437953107e-06
129,0.01248368868,1.202774118e-05
130,0.215964992,0.435
131,0.1866359147,0.3960804953
132,1.795290607e-05,-8.542752616e-05
133,0.002864996982,-3.325978836e-05
134,-0.00145582563,4.084487435e-05
135,0.004634243343,-1.083834495e-05
136,0.003048569271,-0.06311131846
137,-0.05875193762,-0.2655319441
138,0.2799914017,0.3937112858
139,-0.1410461967,-0.3204831265
140,0.002104592192,4.743434649e-05
141,0.00161313689,-7.158699171e-06
142,-0.0002828415348,4.075676421e-06
143,5.478979028e-05,1.326567494e-05
144,0.02139951857,7.717552415e-05
145,-0.005657412909,2.774527881e-05
146,-0.006817848544,-3.288140603e-06
147,0.02195739314,0.04273385504
