,nacelleOffset,WS1_90m_mean,ApparentPower_mean,WS1_90m_std,WD_Nacelle_mean,offset
128,-0.0019771876041,6.44082164557,235.956171236,0.0808326097618,-3.046228249,0.0
129,0.0662877476562,6.31769578667,257.464117267,0.0718725394645,-2.705483122,0.0
132,0.0126197005208,6.39464441333,250.987127142,0.0650364692528,-3.019560441,0.0
142,25.0195883167,5.58284371581,158.331148186,0.17079545371,19.577789738,25.0
143,0.0137053416667,6.28912357333,243.171000715,0.0957090947584,0.911960262,0.0
144,0.0061414484375,6.427516,240.871065243,0.0788580495141,-0.064978017,0.0
145,0.011427275,6.49870956,253.761851485,0.0891424124295,-2.850073121,0.0
146,0.0198810380208,6.43628401333,226.43779175,0.0763045868107,-1.702773524,0.0
147,0.0212692348958,6.39843598667,247.643543549,0.093192459543,-2.170999201,0.0
148,25.0105018878,5.82259798135,161.496498797,0.220602738879,19.867142379,25.0
149,24.9853293211,5.14037841333,134.221408922,0.264704966505,21.849429327,25.0
150,24.9640881292,5.31055912,141.989345241,0.195008086537,21.700506853,25.0
151,25.0250264125,5.48500534667,146.702971122,0.369443980952,22.974363395,25.0
152,24.9712426823,5.45907369333,158.76979192,0.303424476565,24.552824608,25.0
154,25.0384278516,6.20127417333,189.76520844,0.228346046986,22.252012424,25.0
155,25.0406881208,6.09504241333,164.771765554,0.220819830827,22.606865443,25.0
156,25.0004393102,6.05035601333,175.4598355,0.190387921832,24.114857399,25.0
157,24.9812537174,6.31840670667,223.412386392,0.412357341106,22.399127896,25.0
158,24.9961234417,6.27845977333,212.898217479,0.223644729312,22.003469423,25.0
159,24.9979743708,6.23194529333,220.140108338,0.275313288146,20.608818549,25.0
160,24.9945483721,6.10560465333,202.426873649,0.245750369005,22.050301131,25.0
161,25.0404122612,5.95099648,196.176642773,0.160934738406,23.935300943,25.0
162,25.0042545364,6.43404388926,213.880297011,0.31906626895,22.968256695,25.0
163,24.9845017422,5.22734762667,139.257356389,0.208418520092,23.798573494,25.0
164,24.9966662622,5.04288081333,128.037010397,0.269961375783,25.148878082,25.0
165,24.9702371294,5.28290094667,133.658659546,0.264706526169,22.831771924,25.0
166,25.0154336161,5.62180666667,143.690387314,0.184593263504,22.399064107,25.0
167,24.9963993013,5.58338313333,135.625359681,0.159107068811,24.055550013,25.0
168,24.9757133739,6.48378673551,224.381134496,0.25216327757,23.349102725,25.0
169,25.0286570813,6.91832162667,242.843830078,0.346601891221,21.249966555,25.0
172,25.010752901,6.37653288,264.239999847,0.2543074578,23.970824753,25.0
173,24.9714117576,7.35404788,275.556665573,0.304851098736,30.806820077,25.0
174,25.0168129143,7.50195309333,248.510710767,0.323727124246,30.890189671,25.0
177,24.9621571117,6.96459913333,232.319635059,0.208742579881,29.900022964,25.0
178,25.0145882398,7.24696978667,279.627700884,0.225644801479,25.201041669,25.0
179,24.9860946091,7.33678268,292.763844777,0.197861054679,24.502396896,25.0
180,24.9833449115,7.18989306667,261.906909034,0.207529916794,26.131320469,25.0
181,25.0021834549,7.07980202667,248.232252236,0.297509681026,26.517233898,25.0
182,24.9942991552,7.43805832555,273.432482239,0.11349931141,27.175967454,25.0
184,25.0377426518,6.23786962667,200.901446164,0.194900531468,19.934417362,25.0
185,25.0468816146,6.81980842667,217.36315045,0.164353206044,20.848429818,25.0
187,25.0344234375,7.13745425333,246.346789637,0.325592212203,21.968373038,25.0
188,24.9897017002,7.1576282012,255.788778473,0.158771123216,29.740551925,25.0
189,25.0043725346,7.60493493333,233.62023895,0.29371797413,25.559255966,25.0
190,25.0168752052,7.71489056,344.547085756,0.351496057427,25.448431207,25.0
191,25.0186460461,7.27784402667,370.186186195,0.314543431118,25.021546576,25.0
192,24.9890222807,7.19009618667,254.88351883,0.149427910835,30.600293209,25.0
193,25.0297427224,7.55374869333,370.588319361,0.293967317008,23.28735454,25.0
194,25.0190731836,7.20099696,386.68617143,0.287036588089,23.561390379,25.0
195,25.0163679794,7.36037845333,401.52005727,0.18365045994,21.885125455,25.0
196,25.0188418174,8.01577898667,419.629496696,0.332904654059,24.678858222,25.0
197,24.989751974,7.80429721333,405.758616216,0.229837128468,24.968240484,25.0
198,25.0226237641,6.94107106667,420.185526113,0.373573921397,20.84192787,25.0
199,24.9919143576,6.93247232,340.502169869,0.485950672268,24.413761081,25.0
200,24.9966484648,6.39569386667,319.902359935,0.416786574151,22.041676663,25.0
201,25.0017296214,6.35188765333,362.957169588,0.372549559831,19.16679498,25.0
203,24.9910422852,7.11744693333,259.586074108,0.218905651298,28.378143804,25.0
204,25.0133780169,7.13721728,236.720262269,0.138930846501,30.288947415,25.0
205,24.9916740927,6.98413250667,238.397331882,0.0996790449719,26.425496824,25.0
206,24.9977163086,6.89218685333,235.889786168,0.182240211039,27.588271508,25.0
207,25.003714031,6.81466272,210.101620961,0.174909399818,29.386373504,25.0
209,25.0163946755,6.98995528,269.927594028,0.459212415062,25.70489737,25.0
210,24.968128138,7.62531464,286.353970412,0.158865788395,25.354304421,25.0
213,24.9643550901,7.76218366667,317.034649611,0.195175651034,28.437235584,25.0
214,24.9605642448,7.52196041333,319.232110553,0.369437834666,29.305276397,25.0
215,25.0052535057,7.27489878667,347.328634959,0.332679102401,30.0841096,25.0
216,24.9887998133,6.78592124,272.333441432,0.193842746221,27.848793118,25.0
217,25.0268951391,6.77105962667,255.172504133,0.385667061279,25.953979116,25.0
218,25.0094981846,6.56296318667,265.095424894,0.257036505088,23.793812538,25.0
219,25.0003503232,6.85484662667,304.710542277,0.444464082106,27.371690291,25.0
220,25.0112957216,6.80345726667,281.127771613,0.385452426374,25.881034603,25.0
221,25.0177739737,7.40905954667,309.816605481,0.280212240756,24.894678568,25.0
222,25.0279853869,7.58348763843,324.75019018,0.344743522851,25.044293711,25.0
224,24.978557412,6.41688605333,382.480295769,0.63205060893,21.09024563,25.0
225,25.0042123581,6.8606694,359.315242139,0.305502216514,19.670580674,25.0
226,25.002566099,6.45744234667,295.510066078,0.316668895793,26.745925938,25.0
227,24.9721592482,6.12236205333,304.158296584,0.268210605342,21.611800579,25.0
228,25.0057264706,7.42725951366,323.653235238,0.413924668825,28.253949375,25.0
229,25.0035093609,7.11639748,356.555193941,0.156263493252,21.15809891,25.0
230,24.9928220247,7.02340237333,353.123083426,0.123528825704,22.681997503,25.0
231,24.9994515547,7.36498250667,346.522750436,0.202589816177,23.528358283,25.0
232,25.0146238346,6.64465128,284.826085025,0.474515405344,24.351635871,25.0
234,25.0095426781,7.2877292,401.152542291,0.209094237214,19.143143928,25.0
239,25.0281765516,7.19964282667,418.008499345,0.312276700871,19.968518727,25.0
240,25.0330975315,6.81185289333,351.529123009,0.108858257343,23.24588084,25.0
241,25.0110554568,6.62890948,324.244532519,0.143253757595,21.810438102,25.0
242,25.0246639583,6.47228979987,300.95801062,0.21458762997,24.11610101,25.0
243,25.0152556422,7.16504472,294.017228269,0.312117401867,26.555106058,25.0
244,25.023745,7.43059026667,293.439143978,0.363997603299,25.327133058,25.0
245,24.9879722344,7.4466706,283.960289052,0.134304189026,26.88288237,25.0
246,24.992136825,7.23505341333,321.332205759,0.145880622174,24.251489697,25.0
247,24.9895028104,7.19608822667,354.618155281,0.114342590871,24.881049715,25.0
248,24.9959444243,6.15982319121,288.478356563,0.114102942234,20.913778703,25.0
252,25.0130665625,6.11782570667,293.667032547,0.116350468323,22.362219807,25.0
266,25.0028241612,6.72366496,248.080600571,0.307119081993,20.160925677,25.0
267,25.055531149,6.62349294667,288.888304108,0.215918722396,20.739141063,25.0
270,0.0480454169271,6.62549029333,291.352375505,0.440747255532,-0.111634494,0.0
271,0.0165440263021,6.77292156,327.221193148,0.370748021193,-3.159835126,0.0
272,-0.0414398893229,6.95440928,342.123903034,0.439678380086,0.704646802,0.0
274,-0.00228561848958,6.16515266667,297.276230284,0.348674083355,3.655086495,0.0
275,0.0653444856771,5.97726666667,321.38688444,0.36396593834,4.6910584,0.0
276,0.0255228125,6.259942,298.83804949,0.363851701039,-1.333149365,0.0
277,-0.0243098958333,5.50162733333,264.938585885,0.287570278733,0.266808057,0.0
278,0.0726859114583,5.467774,245.497332671,0.255806829033,-0.931673999,0.0
280,0.0566682552083,5.498242,192.325534574,0.14040552215,-3.738805257,0.0
281,0.0573356575521,5.772454,184.674778293,0.446782074363,-5.441771337,0.0
283,0.00131835416667,6.84546925333,339.084127701,0.304354587305,-4.811084801,0.0
284,0.014844375,7.08376286667,329.223620713,0.434627441517,-0.501074964,0.0
285,-0.000505878906251,7.28739066667,341.602785426,0.379106102631,-5.677628426,0.0
286,-0.00214323932292,7.17628402667,421.73902775,0.377113831165,1.322426949,0.0
287,0.0224171669271,6.45101021333,470.835080768,0.273783414924,3.980531101,0.0
289,0.0434091953125,7.443116,490.3265787,0.317267425733,-4.162423082,0.0
290,-0.0171909375,6.66956733333,451.45143519,0.453153710753,3.969362952,0.0
291,0.0357118216146,6.58831933333,344.221985791,0.327297687338,4.566446502,0.0
293,0.042074390625,7.00302266667,341.982388149,0.417335973475,-0.016632511,0.0
294,0.0194272044271,7.06903666667,400.86791767,0.301185799997,-0.385820203,0.0
295,0.038870859375,6.97932533333,400.834549515,0.165218067291,0.355576033,0.0
296,0.0428307799479,6.94377933333,397.594630505,0.330956315619,2.301662171,0.0
297,0.00287562630208,6.95055,397.2928756,0.55907406193,-2.825433531,0.0
298,0.0382479505208,7.351712,357.315654188,0.443875311611,0.678333063,0.0
299,-0.0155446783854,6.98778866667,395.428184465,0.419073859694,2.194765759,0.0
300,-0.0133644973958,7.39064333333,394.448996194,0.382909919172,5.755300531,0.0
301,0.00785889713542,7.84597066667,479.18419647,0.259506666438,5.512319827,0.0
302,0.0238612077322,7.79060499666,515.377691728,0.327114044528,-5.55135754,0.0
305,0.0390043398437,7.427882,422.189770127,0.476084095406,-1.079281848,0.0
306,0.00518928776042,7.79180533333,467.132373547,0.249778860148,-0.033295469,0.0
307,-0.0562117278646,7.64792866667,520.187308569,0.304197827642,-2.992879905,0.0
308,-0.00363124271319,7.70842712192,479.2474283,0.42335720383,-1.12813048,0.0
309,0.0278809674479,7.21122066667,420.965475669,0.392318410347,-5.910328014,0.0
312,-0.00219663151042,7.84597066667,508.260092849,0.267664449684,-3.773640232,0.0
313,0.0200946067708,7.321244,360.627780437,0.240468634865,0.394707091,0.0
314,0.0257007864583,7.82227333333,392.206356414,0.227580599891,1.049095096,0.0
315,0.00781440364583,8.06940266667,440.15474162,0.382044136001,3.531870581,0.0
316,0.027124578125,7.76641533333,500.00565485,0.219833318683,0.299347155,0.0
317,0.0632532916667,7.366946,494.170379695,0.326156937487,2.013479568,0.0
318,-0.018792703125,7.0775,454.555122527,0.319321132922,4.63649627,0.0
320,0.0417629361979,7.488818,413.504773968,0.171309478707,3.216969124,0.0
321,-0.0482028997396,6.818522,443.366757885,0.331441081357,2.747596883,0.0
322,0.00216061384673,6.99817953969,385.187417279,0.223601236548,1.897719875,0.0
323,0.00380998958333,8.30806866667,467.938322567,0.475059233241,0.381679376,0.0
325,-0.000105437500001,7.722406,543.224507824,0.527147218606,-4.794953107,0.0
328,-0.000990090200284,7.58129105263,375.668071821,0.421418719054,-0.605247704,0.0
329,0.00189676953125,7.189216,500.262303947,0.318079683654,0.033753989,0.0
330,0.0450109609375,7.07411466667,522.821301023,0.364579842054,-1.216362244,0.0
331,0.0180923997396,6.72542533333,492.900111608,0.285152395839,-2.446946644,0.0
332,0.00345404166667,7.83073666667,419.216036195,0.470766989137,-0.603135677,0.0
335,0.0529308020833,7.26200066667,494.356528332,0.444143283068,-0.256539051,0.0
337,0.0354448606771,7.0775,392.153508487,0.850779162374,0.562961408,0.0
338,-0.00152922916667,7.48543266667,428.317492078,0.404834541209,5.986621513,0.0
339,0.00625713151042,6.05343666667,353.7227804,0.374736197229,-0.512899307,0.0
340,-0.000728346354168,7.25692266667,285.722716714,1.00311479077,4.334543867,0.0
344,-0.00246359244792,8.0931,453.653242259,0.261575445867,-3.000778485,0.0
346,0.0198721393229,7.76980066667,564.08085091,0.415942504293,-5.65070398,0.0
347,0.0304170963542,7.55991,516.695482102,0.501665278165,-3.83627677,0.0
351,-0.0125636145833,8.39913413333,384.05931854,0.431712058269,0.860533917,0.0
353,0.0313514596354,7.021642,477.624302629,0.465117997312,4.872111207,0.0
356,-0.00504421484375,7.65012913333,372.891558724,0.329880848692,5.663081893,0.0
357,0.0596048255208,6.67972333333,412.087297214,0.420385347139,3.929220328,0.0
360,-0.0088083640625,8.21940678667,430.739751267,0.365739718698,4.047690706,0.0
361,-0.00257927552083,9.00707229333,574.445831583,0.541961477007,-0.997050592,0.0
362,-0.0105997271619,8.70467887258,683.472604723,0.953959414992,0.769433641,0.0
363,-0.0150997434896,6.68987933333,588.987399119,0.504184993255,2.866413266,0.0
364,0.00692453385417,6.23624466667,425.748645097,0.21628335773,3.784852936,0.0
366,-0.0205279492188,6.05005133333,297.554921456,0.336931730641,-3.9013731,0.0
367,0.0527083346354,6.97424733333,237.917066058,0.415321683944,-0.396316678,0.0
372,0.00457527760417,8.51244124,681.228360476,0.420168047778,-3.632855676,0.0
373,25.0247060594,8.35228112,499.463605666,0.490069384312,19.47827369,25.0
374,25.0073269023,8.45289322667,519.91426425,0.869000890178,28.464485202,25.0
375,24.9890311794,7.6701026,441.097030226,0.700078892889,20.376610405,25.0
381,24.9767687737,6.79116850667,377.527299644,1.01352735286,22.16253838,25.0
382,24.9969527362,7.6465645964,397.676135314,0.437198006711,19.943398657,25.0
383,0.0131002302083,7.76421486667,592.267834129,0.473083183468,2.990901748,0.0
384,0.0322235320312,8.55794012,592.320798251,0.385680952118,5.087496984,0.0
385,0.0295272265625,8.10701372,603.423598304,0.610584493552,-3.325922088,0.0
386,-0.0134801804688,8.98926544,643.913915636,0.761092412159,-4.341716006,0.0
391,25.0076472555,6.88297874667,364.660217334,0.324740345649,22.23748969,25.0
392,24.9981256487,7.73388228,505.415475119,0.505461897872,20.717196474,25.0
393,25.0006528789,7.72856730667,423.326197438,0.440358192839,22.12394787,25.0
394,24.9899655427,9.15616237333,491.086164852,0.732679653283,21.07626831,25.0
397,25.0051378227,9.46179026667,526.167030074,0.540220462895,22.80836821,25.0
400,25.0493643513,7.51129661333,485.994127557,0.737048497676,20.564452299,25.0
401,24.9933381492,9.03747258667,382.409522767,0.888230845727,24.197888039,25.0
402,25.0210397721,8.64065338893,601.052611889,0.648249350369,23.907485803,25.0
405,24.992225812,7.10674928,435.729582309,0.604845310296,20.741476053,25.0
406,24.9993803651,7.67836281333,373.377456844,0.803353167099,28.898237766,25.0
407,25.0053958849,7.19713768,394.84002513,0.720558772574,24.100656071,25.0
408,25.0103596035,8.2955602998,520.527975935,0.544436433253,26.025621646,25.0
410,24.9845818305,5.6526132,202.429080592,0.486360604406,19.960213239,25.0
412,24.9627177297,7.72430178667,507.996606847,0.423081874429,19.570476633,25.0
414,25.007691749,4.85868482667,154.119921947,0.578031264428,20.215687645,25.0
415,25.0149975799,4.56165568,94.9883940758,0.526832376513,29.475910605,25.0
416,25.0280430711,5.04379485333,83.0300191519,0.403587642155,29.054087761,25.0
417,25.005128924,5.65843597333,126.863969516,0.613852489826,28.430645611,25.0
418,24.9792515104,5.97746978667,142.11624396,0.273990680033,27.112738407,25.0
419,24.9803638477,6.285332,128.125514983,0.477302015268,21.230062191,25.0
420,24.9828465844,6.35581464,168.787528412,0.372318974379,21.807175257,25.0
423,25.0096227664,7.36681058667,414.40913046,0.523935505397,20.726121357,25.0
424,25.0215203255,6.80924618667,319.170156539,0.595140021434,29.605001482,25.0
425,24.9949310161,7.71509368,291.620267363,0.486858517799,20.919980202,25.0
427,24.9687243508,6.73253453333,301.726243176,0.452199123734,23.609376003,25.0
428,25.0055308297,5.54237763491,236.532905595,0.457221687182,26.261901023,25.0
430,25.032848368,4.20490925333,60.9346791103,0.259614216399,27.65322308,25.0
433,25.0175337089,5.13154269333,95.5394128246,1.5191007919,24.874406603,25.0
435,24.9711803914,5.61314021333,151.662796372,0.642374473858,23.65544165,25.0
436,24.9759767896,5.80962496,140.292868133,0.708896013884,28.624673616,25.0
438,25.0224902836,6.00157336,212.346574843,0.461318930528,20.662828762,25.0
439,25.0202478117,4.5263128,233.32509609,0.58858517828,19.972394277,25.0
440,25.0162611951,5.75992826667,167.401946677,0.616062656699,21.221939312,25.0
441,25.0244124023,6.08580045333,153.90787975,0.60956140045,25.711365255,25.0
445,25.0232377742,5.43486856,140.68116085,0.689658702311,22.122514497,25.0
448,24.9899062339,6.15515454364,196.781146509,0.791717684089,26.138552612,25.0
451,24.995260268,4.04992869333,82.8083857626,0.69170172128,19.317837043,25.0
453,24.9676832031,4.86670806667,66.586586266,0.321811001313,22.414749161,25.0
454,24.9791091313,5.40453597333,52.8197455551,0.699214497877,30.72783386,25.0
465,25.0159497406,5.12616001333,129.222648972,0.577968649044,20.753821484,25.0
469,25.0051111266,5.93322348,108.269538187,0.574173565644,26.343105948,25.0
470,25.0267082664,6.47254093333,166.892141597,0.349069533967,20.870968363,25.0
471,24.9748822497,4.99491064,115.414456062,0.664937875106,20.804293186,25.0
472,25.0045505086,3.74585805333,111.778575747,0.412938924942,30.143855796,25.0
473,25.0084659357,7.07299750667,137.863354692,0.472084038588,25.184362509,25.0
474,25.0199630534,7.83168456,196.370979234,0.662583850513,20.624697258,25.0
476,24.9968086414,6.90928278667,302.775000343,0.422155557532,19.085263553,25.0
477,25.0137517622,5.49313014667,254.078333732,0.447102683199,28.907647139,25.0
485,0.0352846841146,5.38229433333,157.764553993,0.549538300506,-1.539785936,0.0
487,0.0306395638021,5.59919264,119.876671638,0.485660823386,0.316268707,0.0
488,0.0326417708333,5.37254457333,127.276044215,0.713603819716,-0.540964902,0.0
489,0.00147853072917,5.83647065333,143.687784607,0.349959743277,0.063360554,0.0
490,0.0509758192962,5.54148122081,160.46282866,0.206724417021,5.856858284,0.0
491,25.0187706279,5.54533198667,106.195203532,0.846865076231,20.949817275,25.0
492,24.9869755802,5.98948772,101.670754624,0.442454205275,19.478498803,25.0
493,24.9932669596,5.55223806667,141.624688195,0.612368915853,21.68054028,25.0
495,-0.0268371260417,4.30409952,99.7411248072,0.499586098394,-5.01342622,0.0
497,-0.0209817828125,5.23222250667,80.3975550449,0.417361990126,-4.927381657,0.0
498,-0.00233011197917,5.80434384,136.614901059,0.362499931842,1.958604451,0.0
499,0.0459364255208,5.45568836,95.2517096762,0.525115568518,4.838797034,0.0
500,-0.0153578057292,6.14094753333,125.371298596,0.371895051533,2.552862915,0.0
501,-0.0317225111979,6.46126777333,168.949227515,0.36557216413,-5.79487133,0.0
502,0.0505370523438,6.05475694667,196.916491668,0.306091949392,1.469910303,0.0
505,-0.0022945171875,4.12948402667,96.5901452976,0.446336219763,-1.234061272,0.0
511,0.0444859377604,5.71165341333,182.025382913,0.354845320737,-4.429307357,0.0
512,-0.0587211606771,5.46997446667,181.852824768,0.316842011749,-2.757019901,0.0
513,0.00915810703125,4.31449249333,139.183256158,0.351484466631,0.494755421,0.0
515,0.0236540859375,6.61343850667,281.774148919,0.405248251963,5.308606162,0.0
517,-0.0198249520833,5.63846250667,335.662621755,0.417741009613,1.183668937,0.0
521,-0.0252353604167,6.72440973333,291.710342708,0.719886228212,-1.751007193,0.0
522,0.0305238807292,6.99388226667,372.624008674,0.576879262875,-1.088381971,0.0
523,0.0172559221354,6.70281130667,386.227189531,0.385423269427,-2.394741518,0.0
524,0.0368597536458,6.47138992,327.242704944,0.30439433727,5.28941142,0.0
525,0.0219099411458,7.11957969333,333.931431346,0.771521633934,-1.602196694,0.0
528,0.036390028248,6.17902598399,257.727466564,0.45536330623,-2.65233723,0.0
530,-0.0371952104167,5.90624237333,199.052401889,0.297008184965,2.982874272,0.0
531,0.000357294791662,6.68134829333,227.127811266,0.457217185561,0.810637077,0.0
532,-0.0112288098958,6.49952204,166.561377463,0.443807706891,3.295624423,0.0
533,-0.00926219765625,6.44244532,212.012188351,0.790322550997,-3.060681996,0.0
534,-0.0417456523776,5.49217275816,316.760028208,0.721789568499,5.900735502,0.0
539,0.0375093585938,5.81087753333,169.183418445,0.356689947272,-1.570235374,0.0
546,0.0422345671875,7.12601182667,415.709653039,0.367932566222,-5.183569564,0.0
547,-0.0241230231771,6.68764501333,374.683884515,0.344468718889,-0.266449528,0.0
549,-0.0365367067708,6.48059802667,217.324793711,0.369352795905,-5.297282163,0.0
551,0.0589552205729,6.19863361333,280.018390271,0.584939180114,1.327729215,0.0
552,-0.00365601796875,4.90289728,192.226316752,0.670017204814,-1.697463613,0.0
554,-0.0108432786996,7.26399217189,278.40619294,0.891123952089,-2.661512215,0.0
558,-0.051789075,7.08782526667,294.687698747,0.47852219765,-4.954982757,0.0
560,0.0820384429688,5.05381544,181.931104739,0.458138689115,1.499669802,0.0
563,-0.0603585210938,6.38553786667,168.249916202,0.67565134776,1.823650264,0.0
564,-0.0215068059896,5.09003850667,97.7054061328,0.420800120964,1.438767338,0.0
572,24.9752737924,11.2144111867,925.569852786,0.477082837662,21.007618646,25.0
573,25.015673881,10.50809524,848.839513718,0.414265442805,27.239680007,25.0
574,24.9869399854,8.20180305333,303.000408423,1.09461861182,30.898085176,25.0
575,24.9656187052,9.54195496,692.008794524,0.531936268843,22.928834768,25.0
578,24.9915228148,5.95844421333,147.028524572,0.233757573333,23.490022695,25.0
579,25.0258215607,6.42184855904,186.49701051,0.381722538587,23.970615614,25.0
582,25.0154462676,7.59465421053,205.955586709,0.321498805551,23.401869673,25.0
584,25.0075671672,7.09229390667,319.147937287,0.297416488521,20.877515737,25.0
585,24.9886930289,6.74529724,298.865891755,0.480519234898,22.771549467,25.0
